school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
CHANGKAT PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,NETBALL,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,SAILING,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,BOWLING,na
CHIJ (KATONG) PRIMARY,PRIMARY,PHYSICAL SPORTS,ARTISTIC GYMNASTICS,GYMNASTICS
CHIJ (KATONG) PRIMARY,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
CHIJ (KATONG) PRIMARY,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHIJ (KATONG) PRIMARY,PRIMARY,VISUAL AND PERFORMING ARTS,HANDBELL ENSEMBLE,HANDBELL ENSEMBLE
CHIJ (KATONG) PRIMARY,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INNOVATION CLUB
CHIJ (KATONG) PRIMARY,PRIMARY,CLUBS AND SOCIETIES,HOME ECONOMICS,HOME CRAFTS
CHIJ (KELLOCK),PRIMARY,PHYSICAL SPORTS,NETBALL,NETBALL SCHOOL TEAM
CHIJ (KELLOCK),PRIMARY,PHYSICAL SPORTS,SWIMMING,SWIMMING RECREATIONAL TEAM
CHIJ (KELLOCK),PRIMARY,PHYSICAL SPORTS,TENNIS,TENNIS SCHOOL TEAM
CHIJ (KELLOCK),PRIMARY,PHYSICAL SPORTS,ARTISTIC GYMNASTICS,RHYTHMIC GYMNASTICS RECREATIONAL TEAM
CHIJ (KELLOCK),PRIMARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,RHYTHMIC GYMNASTICS SCHOOL TEAM
CHIJ (KELLOCK),PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES
CHIJ (KELLOCK),PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHIJ (KELLOCK),PRIMARY,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,na
CHIJ (KELLOCK),PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
CHIJ (KELLOCK),PRIMARY,VISUAL AND PERFORMING ARTS,CERAMICS,POTTERY CLUB
CHIJ (KELLOCK),PRIMARY,CLUBS AND SOCIETIES,HOME ECONOMICS,SEWING CLUB
CHIJ KATONG CONVENT,SECONDARY,PHYSICAL SPORTS,MODULAR CCA (SPORTS),KC SPORTS DEVELOPMENT CLUB
CHIJ KATONG CONVENT,SECONDARY,CLUBS AND SOCIETIES,HERITAGE,INFANT JESUS YOUTH MISSION (IJYM)
CHIJ KATONG CONVENT,SECONDARY,CLUBS AND SOCIETIES,MODULAR CCA (C&S),CABIN CLUB
CHIJ KATONG CONVENT,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
CHIJ KATONG CONVENT,SECONDARY,PHYSICAL SPORTS,CANOEING,CANOEING
CHIJ KATONG CONVENT,SECONDARY,PHYSICAL SPORTS,NETBALL,na
CHIJ KATONG CONVENT,SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,na
CHIJ KATONG CONVENT,SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
CHIJ KATONG CONVENT,SECONDARY,PHYSICAL SPORTS,BOWLING,na
CHIJ KATONG CONVENT,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
CHIJ KATONG CONVENT,SECONDARY,CLUBS AND SOCIETIES,ENTREPRENEURSHIP,ENTREPRENEUR CLUB
CHIJ KATONG CONVENT,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MEDIA COMMUNICATIONS CLUB
CHIJ KATONG CONVENT,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,NCDCC
CHIJ KATONG CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na
CHIJ KATONG CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHIJ KATONG CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN DANCE
CHIJ KATONG CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DRAMA,CHINESE DRAMA
CHIJ KATONG CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMATIC ARTS SOCIETY
CHIJ KATONG CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
CHIJ KATONG CONVENT,SECONDARY,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATE CLUB
CHIJ OUR LADY OF GOOD COUNSEL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
CHIJ OUR LADY OF GOOD COUNSEL,PRIMARY,PHYSICAL SPORTS,BOWLING,na
CHIJ OUR LADY OF GOOD COUNSEL,PRIMARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,na
CHIJ OUR LADY OF GOOD COUNSEL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
CHIJ OUR LADY OF GOOD COUNSEL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHIJ OUR LADY OF GOOD COUNSEL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
CHIJ OUR LADY OF GOOD COUNSEL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
CHIJ OUR LADY OF THE NATIVITY,PRIMARY,PHYSICAL SPORTS,NETBALL,NETBALL
CHIJ OUR LADY OF THE NATIVITY,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS
CHIJ OUR LADY OF THE NATIVITY,PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
CHIJ OUR LADY OF THE NATIVITY,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES
CHIJ OUR LADY OF THE NATIVITY,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
CHIJ OUR LADY OF THE NATIVITY,PRIMARY,VISUAL AND PERFORMING ARTS,BRASS BAND,BRASS BAND
CHIJ OUR LADY OF THE NATIVITY,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE INC
CHIJ OUR LADY OF THE NATIVITY,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,CREATIVE SQUAD
CHIJ OUR LADY OF THE NATIVITY,PRIMARY,PHYSICAL SPORTS,BOWLING,BOWLING
CHIJ OUR LADY QUEEN OF PEACE,PRIMARY,PHYSICAL SPORTS,NETBALL,na
CHIJ OUR LADY QUEEN OF PEACE,PRIMARY,PHYSICAL SPORTS,SOFTBALL,na
CHIJ OUR LADY QUEEN OF PEACE,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
CHIJ OUR LADY QUEEN OF PEACE,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHIJ OUR LADY QUEEN OF PEACE,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
CHIJ OUR LADY QUEEN OF PEACE,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,FUSION DANCE
CHIJ OUR LADY QUEEN OF PEACE,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,EL DRAMA CLUB
CHIJ OUR LADY QUEEN OF PEACE,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na
CHIJ OUR LADY QUEEN OF PEACE,PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,ENVIRONMENTAL SCIENCE CLUB
CHIJ PRIMARY (TOA PAYOH),PRIMARY,PHYSICAL SPORTS,FENCING,na
CHIJ PRIMARY (TOA PAYOH),PRIMARY,PHYSICAL SPORTS,NETBALL,na
CHIJ PRIMARY (TOA PAYOH),PRIMARY,PHYSICAL SPORTS,SWIMMING,na
CHIJ PRIMARY (TOA PAYOH),PRIMARY,PHYSICAL SPORTS,TENNIS,na
CHIJ PRIMARY (TOA PAYOH),PRIMARY,PHYSICAL SPORTS,ARTISTIC GYMNASTICS,GYMNASTICS
CHIJ PRIMARY (TOA PAYOH),PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES
CHIJ PRIMARY (TOA PAYOH),PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHIJ PRIMARY (TOA PAYOH),PRIMARY,VISUAL AND PERFORMING ARTS,HANDBELL ENSEMBLE,HANDBELLS ENSEMBLE
CHIJ PRIMARY (TOA PAYOH),PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
CHIJ PRIMARY (TOA PAYOH),PRIMARY,VISUAL AND PERFORMING ARTS,DIGITAL MEDIA,MEDIA & PHOTOGRAPHY
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,BADMINTON,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,NETBALL,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,SQUASH,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,TENNIS,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,BOWLING,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,GYMNASTICS (RHYTHMIC)
CHIJ SECONDARY (TOA PAYOH),SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHIJ SECONDARY (TOA PAYOH),SECONDARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,GUITAR ENSEMBLE
CHIJ SECONDARY (TOA PAYOH),SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,IJ DANCE ENSEMBLE
CHIJ SECONDARY (TOA PAYOH),SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,IJ THEATRE
CHIJ SECONDARY (TOA PAYOH),SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND
CHIJ SECONDARY (TOA PAYOH),SECONDARY,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATING AND ORATORY SOCIETY
CHIJ SECONDARY (TOA PAYOH),SECONDARY,CLUBS AND SOCIETIES,CHINESE CULTURE AND LANGUAGE,CHINESE CULTURAL SOCIETY
CHIJ SECONDARY (TOA PAYOH),SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,AUTOMATION AND ROBOTICS CLUB
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,PHYSICAL SPORTS,SHOOTING,SHOOTING
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,PHYSICAL SPORTS,FENCING,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,PHYSICAL SPORTS,NETBALL,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,HANDBELL ENSEMBLE,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na
CHIJ ST. JOSEPH'S CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,na
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,TRACK AND FIELD
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,PHYSICAL SPORTS,ARTISTIC GYMNASTICS,na
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,PHYSICAL SPORTS,ARTISTIC GYMNASTICS,ARTISTIC GYMNASTICS
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,na
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,RHYTHMIC GYMNASTICS
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,DANCE SOCIETY
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,LITERARY DRAMA SOCIETY
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ARTS AND CRAFT
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,MEDIA CLUB
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,na
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHINESE CULTURE AND LANGUAGE,CHINESE LANGUAGE & CULTURAL CLUB
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,CLUBS AND SOCIETIES,CHINESE CULTURE AND LANGUAGE,CHINESE CULTURAL SOCIETY
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,LIBRARY
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,LIBRARY SOCIETY
CHIJ ST. NICHOLAS GIRLS' SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INNOVATORS' CLUB,MAKERS CLUB
CHIJ ST. NICHOLAS GIRLS' SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INNOVATORS' CLUB,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,PHYSICAL SPORTS,HOCKEY,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,PHYSICAL SPORTS,NETBALL,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,PHYSICAL SPORTS,TENNIS,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,PHYSICAL SPORTS,BOWLING,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
CHIJ ST. THERESA'S CONVENT,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
CHIJ ST. THERESA'S CONVENT,SECONDARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,IJ YOUTH MISSION
CHONGFU SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,ATHLETICS
CHONGFU SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
CHONGFU SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
CHONGFU SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
CHONGFU SCHOOL,PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS
CHONGFU SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
CHONGFU SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
CHONGFU SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na
CHONGFU SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG
CHONGFU SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
CHONGFU SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
CHONGFU SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),ICT CLUB
CHONGFU SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
CHONGFU SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN CONTEMPORARY DANCE
CHONGFU SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,SPEECH AND DRAMA,CHINESE CLUB
CHONGFU SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENGLISH CULTURE AND LANGUAGE,ENGLISH CLUB
CHONGFU SCHOOL,PRIMARY,OTHERS,STUDENT LEADERSHIP (PREFECT),na
CHONGFU SCHOOL,PRIMARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,FUN AND FITNESS
CHONGFU SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,PERCUSSION ENSEMBLE,FESTIVE DRUMS
CHONGZHENG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RUGBY,na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DIGITAL MEDIA,na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,MODULAR CCA (SPORTS),na
CHONGZHENG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,SPEECH AND DRAMA,na
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,WUSHU
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,BOYS' BRIGADE
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,GIRLS' BRIGADE
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NATIONAL POLICE CADET CORPS
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (LAND)
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,NATIONAL CIVIL DEFENCE CADET CORPS
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN DANCE
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ADVENTURE CLUB
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM CLUB
CHRIST CHURCH SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,COMMUNITY SERVICE CLUB
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,PERCUSSION ENSEMBLE,na
CHUA CHU KANG PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
